Sender 2: waiting to receive ACKS from D2...
The time out time is 380.000000 , Current time: 1367722713
The time out time is 4295186.517129 , Current time: 1367722743
The time out time is 4295181.217295 , Current time: 1367722743
The time out time is 4295192.877825 , Current time: 1367722743
The time out time is 2147603.259894 , Current time: 1367722743
The time out time is 671134.757528 , Current time: 1367722743
The time out time is 184575.244701 , Current time: 1367722743
The time out time is 48282.161840 , Current time: 1367722743
The time out time is 12382.084293 , Current time: 1367722743
The time out time is 3181.401552 , Current time: 1367722743
The time out time is 866.585448 , Current time: 1367722743
The time out time is 285.488244 , Current time: 1367722743
The time out time is 140.352296 , Current time: 1367722743
The time out time is 139.335604 , Current time: 1367722743
The time out time is 125.052342 , Current time: 1367722743
The time out time is 117.790391 , Current time: 1367722743
The time out time is 119.013511 , Current time: 1367722743
The time out time is 163.417867 , Current time: 1367722743
The time out time is 148.312528 , Current time: 1367722743
The time out time is 141.791640 , Current time: 1367722743
The time out time is 130.662098 , Current time: 1367722743
The time out time is 138.254798 , Current time: 1367722743
The time out time is 155.106109 , Current time: 1367722743
The time out time is 170.656828 , Current time: 1367722743
The time out time is 154.805495 , Current time: 1367722743
The time out time is 194.719035 , Current time: 1367722743
The time out time is 237.869466 , Current time: 1367722743
The time out time is 264.522330 , Current time: 1367722743
The time out time is 278.262453 , Current time: 1367722743
The time out time is 281.425847 , Current time: 1367722743
The time out time is 293.495241 , Current time: 1367722743
The time out time is 274.609908 , Current time: 1367722743
The time out time is 283.588239 , Current time: 1367722743
The time out time is 291.139030 , Current time: 1367722743
The time out time is 289.815004 , Current time: 1367722743
The time out time is 319.238782 , Current time: 1367722743
The time out time is 314.939074 , Current time: 1367722743
The time out time is 186.907191 , Current time: 1367722743
The time out time is 92.935851 , Current time: 1367722743
The time out time is 45.916344 , Current time: 1367722743
The time out time is 25.064384 , Current time: 1367722743
The time out time is 46.558008 , Current time: 1367722743
The time out time is 46.988491 , Current time: 1367722743
The time out time is 49.853246 , Current time: 1367722743
The time out time is 64.414077 , Current time: 1367722743
The time out time is 56.941115 , Current time: 1367722743
The time out time is 64.839978 , Current time: 1367722743
The time out time is 5368948.098082 , Current time: 1367722744
The time out time is 4832060.135531 , Current time: 1367722744
The time out time is 4462980.797759 , Current time: 1367722744
The time out time is 4341343.326174 , Current time: 1367722744
The time out time is 4307252.409885 , Current time: 1367722744
The time out time is 4298287.143514 , Current time: 1367722744
The time out time is 4295998.759759 , Current time: 1367722744
The time out time is 4295432.655425 , Current time: 1367722744
The time out time is 4295272.190792 , Current time: 1367722744
The time out time is 4295222.582315 , Current time: 1367722744
The time out time is 4295218.743656 , Current time: 1367722744
The time out time is 2147714.323174 , Current time: 1367722744
The time out time is 671299.410451 , Current time: 1367722744
The time out time is 184750.925070 , Current time: 1367722744
The time out time is 48435.646575 , Current time: 1367722744
The time out time is 12517.869807 , Current time: 1367722744
The time out time is 3307.868472 , Current time: 1367722744
The time out time is 968.642246 , Current time: 1367722744
The time out time is 379.932452 , Current time: 1367722744
The time out time is 249.079599 , Current time: 1367722744
The time out time is 203.875711 , Current time: 1367722744
The time out time is 198.607154 , Current time: 1367722744
The time out time is 200.231567 , Current time: 1367722744
The time out time is 203.630364 , Current time: 1367722744
The time out time is 214.854150 , Current time: 1367722744
The time out time is 115.863107 , Current time: 1367722744
The time out time is 46.578223 , Current time: 1367722744
The time out time is 21.471112 , Current time: 1367722744
The time out time is 31.033597 , Current time: 1367722744
The time out time is 19.716627 , Current time: 1367722744
The time out time is 21.361435 , Current time: 1367722744
The time out time is 20.300644 , Current time: 1367722744
The time out time is 25.320196 , Current time: 1367722744
The time out time is 19.798179 , Current time: 1367722744
The time out time is 26.101811 , Current time: 1367722744
The time out time is 42.138236 , Current time: 1367722744
The time out time is 55.892407 , Current time: 1367722744
The time out time is 45.455333 , Current time: 1367722744
The time out time is 63.799112 , Current time: 1367722744
The time out time is 57.847938 , Current time: 1367722744
The time out time is 63.449254 , Current time: 1367722744
The time out time is 63.110722 , Current time: 1367722744
The time out time is 67.402482 , Current time: 1367722744
The time out time is 53.803721 , Current time: 1367722744
The time out time is 44.226318 , Current time: 1367722744
The time out time is 36.716003 , Current time: 1367722744
The time out time is 31.261429 , Current time: 1367722744
The time out time is 28.513161 , Current time: 1367722744
The time out time is 34.215516 , Current time: 1367722744
The time out time is 34.033532 , Current time: 1367722744
The time out time is 50.130840 , Current time: 1367722744
The time out time is 53.016767 , Current time: 1367722744
The time out time is 73.095949 , Current time: 1367722744
The time out time is 71.160457 , Current time: 1367722744
The time out time is 59.338423 , Current time: 1367722744
The time out time is 55.965644 , Current time: 1367722744
The time out time is 59.601541 , Current time: 1367722744
The time out time is 69.976651 , Current time: 1367722744
The time out time is 82.128696 , Current time: 1367722744
The time out time is 78.986491 , Current time: 1367722744
The time out time is 89.990912 , Current time: 1367722744
The time out time is 81.653264 , Current time: 1367722744
The time out time is 80.307758 , Current time: 1367722744
The time out time is 43.688745 , Current time: 1367722744
The time out time is 19.842412 , Current time: 1367722744
The time out time is 15.481881 , Current time: 1367722744
The time out time is 36.123130 , Current time: 1367722744
The time out time is 53.312365 , Current time: 1367722744
The time out time is 31.488289 , Current time: 1367722744
The time out time is 23.673347 , Current time: 1367722744
The time out time is 20.799746 , Current time: 1367722744
The time out time is 41.060113 , Current time: 1367722744
The time out time is 41.778800 , Current time: 1367722744
The time out time is 40.415172 , Current time: 1367722744
The time out time is 80.975102 , Current time: 1367722744
The time out time is 63.133939 , Current time: 1367722744
The time out time is 46.144755 , Current time: 1367722744
The time out time is 36.175098 , Current time: 1367722744
The time out time is 24.686138 , Current time: 1367722744
The time out time is 5368722.251830 , Current time: 1367722745
The time out time is 4831866.479244 , Current time: 1367722745
The time out time is 4462764.921847 , Current time: 1367722745
The time out time is 2187379.205716 , Current time: 1367722745
The time out time is 680854.142086 , Current time: 1367722745
The time out time is 187004.515604 , Current time: 1367722745
The time out time is 48887.282661 , Current time: 1367722745
The time out time is 12525.964885 , Current time: 1367722745
The time out time is 3204.634249 , Current time: 1367722745
The time out time is 855.051441 , Current time: 1367722745
The time out time is 272.124470 , Current time: 1367722745
The time out time is 138.482569 , Current time: 1367722745
The time out time is 99.927074 , Current time: 1367722745
The time out time is 76.488822 , Current time: 1367722745
The time out time is 66.216837 , Current time: 1367722745
The time out time is 69.034788 , Current time: 1367722745
The time out time is 83.475019 , Current time: 1367722745
The time out time is 96.958295 , Current time: 1367722745
The time out time is 83.844516 , Current time: 1367722745
The time out time is 101.849247 , Current time: 1367722745
The time out time is 58.979576 , Current time: 1367722745
The time out time is 28.840802 , Current time: 1367722745
The time out time is 18.003439 , Current time: 1367722745
The time out time is 11.318765 , Current time: 1367722745
The time out time is 11.994429 , Current time: 1367722745
The time out time is 32.019200 , Current time: 1367722745
The time out time is 21.757374 , Current time: 1367722745
The time out time is 10.658415 , Current time: 1367722745
The time out time is 29.723238 , Current time: 1367722745
The time out time is 21.219389 , Current time: 1367722745
The time out time is 19.497170 , Current time: 1367722745
The time out time is 13.367083 , Current time: 1367722745
The time out time is 11.684619 , Current time: 1367722745
The time out time is 23.807761 , Current time: 1367722745
The time out time is 25.250266 , Current time: 1367722745
The time out time is 25.131107 , Current time: 1367722745
The time out time is 51.166344 , Current time: 1367722745
The time out time is 48.277032 , Current time: 1367722745
The time out time is 53.473689 , Current time: 1367722745
The time out time is 93.981476 , Current time: 1367722745
The time out time is 85.884501 , Current time: 1367722745
The time out time is 73.613517 , Current time: 1367722745
The time out time is 70.921178 , Current time: 1367722745
The time out time is 71.982519 , Current time: 1367722745
The time out time is 103.777158 , Current time: 1367722745
The time out time is 88.854481 , Current time: 1367722745
The time out time is 79.514894 , Current time: 1367722745
The time out time is 68.103883 , Current time: 1367722745
The time out time is 61.022866 , Current time: 1367722745
The time out time is 76.474078 , Current time: 1367722745
The time out time is 76.489565 , Current time: 1367722745
The time out time is 73.543772 , Current time: 1367722745
The time out time is 88.344866 , Current time: 1367722745
The time out time is 76.049832 , Current time: 1367722745
The time out time is 69.851660 , Current time: 1367722745
The time out time is 67.567815 , Current time: 1367722745
The time out time is 74.123816 , Current time: 1367722745
The time out time is 70.528687 , Current time: 1367722745
The time out time is 72.694388 , Current time: 1367722745
The time out time is 70.337624 , Current time: 1367722745
The time out time is 60.292409 , Current time: 1367722745
The time out time is 60.786603 , Current time: 1367722745
The time out time is 65.535838 , Current time: 1367722745
The time out time is 79.488858 , Current time: 1367722745
The time out time is 82.072827 , Current time: 1367722745
The time out time is 93.855783 , Current time: 1367722745
The time out time is 78.881143 , Current time: 1367722745
The time out time is 54.209935 , Current time: 1367722745
The time out time is 39.207440 , Current time: 1367722745
The time out time is 26.133730 , Current time: 1367722745
The time out time is 21.324916 , Current time: 1367722745
The time out time is 15.055164 , Current time: 1367722745
The time out time is 27.666783 , Current time: 1367722745
The time out time is 48.342070 , Current time: 1367722745
The time out time is 44.513689 , Current time: 1367722745
The time out time is 35.900694 , Current time: 1367722745
The time out time is 56.415457 , Current time: 1367722745
The time out time is 50.783900 , Current time: 1367722745
The time out time is 42.812229 , Current time: 1367722745
The time out time is 37.280089 , Current time: 1367722745
The time out time is 38.892151 , Current time: 1367722745
The time out time is 49.013304 , Current time: 1367722745
The time out time is 49.383359 , Current time: 1367722745
The time out time is 47.393344 , Current time: 1367722745
The time out time is 50.573024 , Current time: 1367722745
The time out time is 5368774.452592 , Current time: 1367722746
The time out time is 4831895.558065 , Current time: 1367722746
The time out time is 4462795.945131 , Current time: 1367722746
The time out time is 4341173.680735 , Current time: 1367722746
The time out time is 4307100.663240 , Current time: 1367722746
The time out time is 4298131.039942 , Current time: 1367722746
The time out time is 4295838.431752 , Current time: 1367722746
The time out time is 4295262.629409 , Current time: 1367722746
The time out time is 4295114.566286 , Current time: 1367722746
The time out time is 2147582.786438 , Current time: 1367722746
The time out time is 671173.402218 , Current time: 1367722746
The time out time is 184631.907506 , Current time: 1367722746
The time out time is 48321.296495 , Current time: 1367722746
The time out time is 12410.395326 , Current time: 1367722746
The time out time is 3202.951482 , Current time: 1367722746
The time out time is 873.875702 , Current time: 1367722746
The time out time is 298.111154 , Current time: 1367722746
The time out time is 149.014317 , Current time: 1367722746
The time out time is 108.189395 , Current time: 1367722746
The time out time is 59.039326 , Current time: 1367722746
The time out time is 30.852579 , Current time: 1367722746
The time out time is 44.443488 , Current time: 1367722746
The time out time is 39.014665 , Current time: 1367722746
The time out time is 34.897890 , Current time: 1367722746
The time out time is 39.430001 , Current time: 1367722746
The time out time is 34.695691 , Current time: 1367722746
The time out time is 26.091197 , Current time: 1367722746
The time out time is 23.262458 , Current time: 1367722746
The time out time is 28.470572 , Current time: 1367722746
The time out time is 24.105763 , Current time: 1367722746
The time out time is 32.649956 , Current time: 1367722746
The time out time is 28.177928 , Current time: 1367722746
The time out time is 20.640162 , Current time: 1367722746
The time out time is 16.984500 , Current time: 1367722746
The time out time is 18.849183 , Current time: 1367722746
The time out time is 40.756428 , Current time: 1367722746
The time out time is 40.850873 , Current time: 1367722746
The time out time is 51.170439 , Current time: 1367722746
The time out time is 48.818575 , Current time: 1367722746
The time out time is 59.957889 , Current time: 1367722746
The time out time is 56.021128 , Current time: 1367722746
The time out time is 69.602989 , Current time: 1367722746
The time out time is 67.725461 , Current time: 1367722746
The time out time is 63.690704 , Current time: 1367722746
The time out time is 93.986343 , Current time: 1367722746
The time out time is 89.004544 , Current time: 1367722746
The time out time is 100.158381 , Current time: 1367722746
The time out time is 113.965501 , Current time: 1367722746
The time out time is 101.732113 , Current time: 1367722746
The time out time is 94.588121 , Current time: 1367722746
The time out time is 93.322667 , Current time: 1367722746
The time out time is 97.446371 , Current time: 1367722746
The time out time is 91.813556 , Current time: 1367722746
The time out time is 97.228634 , Current time: 1367722746
The time out time is 88.654064 , Current time: 1367722746
The time out time is 84.956879 , Current time: 1367722746
The time out time is 75.338390 , Current time: 1367722746
The time out time is 82.315744 , Current time: 1367722746
The time out time is 115.232829 , Current time: 1367722746
The time out time is 66.296194 , Current time: 1367722746
The time out time is 66.103797 , Current time: 1367722746
The time out time is 37.685918 , Current time: 1367722746
The time out time is 17.503976 , Current time: 1367722746
The time out time is 35.292556 , Current time: 1367722746
The time out time is 40.750209 , Current time: 1367722746
The time out time is 28.834686 , Current time: 1367722746
The time out time is 20.758313 , Current time: 1367722746
The time out time is 26.352034 , Current time: 1367722746
The time out time is 32.202065 , Current time: 1367722746
The time out time is 25.908523 , Current time: 1367722746
The time out time is 25.115632 , Current time: 1367722746
The time out time is 58.514971 , Current time: 1367722746
The time out time is 41.564500 , Current time: 1367722746
The time out time is 31.601845 , Current time: 1367722746
The time out time is 28.708051 , Current time: 1367722746
The time out time is 44.277962 , Current time: 1367722746
The time out time is 47.050859 , Current time: 1367722746
The time out time is 67.979136 , Current time: 1367722746
The time out time is 65.271837 , Current time: 1367722746
The time out time is 75.227591 , Current time: 1367722746
The time out time is 69.326852 , Current time: 1367722746
The time out time is 5368780.896707 , Current time: 1367722747
The time out time is 4831903.013551 , Current time: 1367722747
The time out time is 4462802.039560 , Current time: 1367722747
The time out time is 4341169.670661 , Current time: 1367722747
The time out time is 4307076.281512 , Current time: 1367722747
The time out time is 4298105.772109 , Current time: 1367722747
The time out time is 4295812.436994 , Current time: 1367722747
The time out time is 4295240.483494 , Current time: 1367722747
The time out time is 4295116.792654 , Current time: 1367722747
The time out time is 4295073.157136 , Current time: 1367722747
The time out time is 4295061.627906 , Current time: 1367722747
The time out time is 4295065.886804 , Current time: 1367722747
The time out time is 2147582.594179 , Current time: 1367722747
The time out time is 671194.851355 , Current time: 1367722747
The time out time is 184666.425690 , Current time: 1367722747
The time out time is 48360.851779 , Current time: 1367722747
The time out time is 12451.931114 , Current time: 1367722747
The time out time is 3180.853800 , Current time: 1367722747
The time out time is 813.103578 , Current time: 1367722747
The time out time is 221.887160 , Current time: 1367722747
The time out time is 64.298198 , Current time: 1367722747
The time out time is 37.740351 , Current time: 1367722747
The time out time is 46.862063 , Current time: 1367722747
The time out time is 50.362638 , Current time: 1367722747
The time out time is 59.859050 , Current time: 1367722747
The time out time is 67.904561 , Current time: 1367722747
The time out time is 58.374865 , Current time: 1367722747
The time out time is 56.799807 , Current time: 1367722747
The time out time is 55.350713 , Current time: 1367722747
The time out time is 77.700273 , Current time: 1367722747
The time out time is 73.470393 , Current time: 1367722747
The time out time is 84.998264 , Current time: 1367722747
The time out time is 83.672149 , Current time: 1367722747
The time out time is 71.689610 , Current time: 1367722747
The time out time is 55.987599 , Current time: 1367722747
The time out time is 49.067549 , Current time: 1367722747
The time out time is 63.619469 , Current time: 1367722747
The time out time is 55.136440 , Current time: 1367722747
The time out time is 65.500557 , Current time: 1367722747
The time out time is 62.933445 , Current time: 1367722747
The time out time is 56.990649 , Current time: 1367722747
The time out time is 63.154823 , Current time: 1367722747
The time out time is 70.027101 , Current time: 1367722747
The time out time is 77.005325 , Current time: 1367722747
The time out time is 98.751150 , Current time: 1367722747
The time out time is 96.219015 , Current time: 1367722747
The time out time is 99.714907 , Current time: 1367722747
The time out time is 100.011246 , Current time: 1367722747
The time out time is 105.263126 , Current time: 1367722747
The time out time is 112.035821 , Current time: 1367722747
The time out time is 119.005210 , Current time: 1367722747
The time out time is 70.125834 , Current time: 1367722747
The time out time is 34.640775 , Current time: 1367722747
The time out time is 26.830108 , Current time: 1367722747
The time out time is 25.603766 , Current time: 1367722747
The time out time is 20.794222 , Current time: 1367722747
The time out time is 40.997715 , Current time: 1367722747
The time out time is 50.880574 , Current time: 1367722747
The time out time is 48.924037 , Current time: 1367722747
The time out time is 72.631496 , Current time: 1367722747
The time out time is 64.114185 , Current time: 1367722747
The time out time is 75.085585 , Current time: 1367722747
The time out time is 70.184776 , Current time: 1367722747
The time out time is 62.629117 , Current time: 1367722747
The time out time is 62.480144 , Current time: 1367722747
The time out time is 53.285394 , Current time: 1367722747
The time out time is 64.685768 , Current time: 1367722747
The time out time is 60.279495 , Current time: 1367722747
The time out time is 71.052130 , Current time: 1367722747
The time out time is 92.292065 , Current time: 1367722747
The time out time is 85.014145 , Current time: 1367722747
The time out time is 83.464927 , Current time: 1367722747
The time out time is 78.736406 , Current time: 1367722747
The time out time is 77.230373 , Current time: 1367722747
The time out time is 122.282127 , Current time: 1367722747
The time out time is 114.786099 , Current time: 1367722747
The time out time is 111.848470 , Current time: 1367722747
The time out time is 142.074861 , Current time: 1367722747
The time out time is 128.657808 , Current time: 1367722747
The time out time is 116.869339 , Current time: 1367722747
The time out time is 92.774195 , Current time: 1367722747
The time out time is 61.106906 , Current time: 1367722747
The time out time is 36.922146 , Current time: 1367722747
The time out time is 32.467464 , Current time: 1367722747
The time out time is 53.333982 , Current time: 1367722747
The time out time is 54.766885 , Current time: 1367722747
The time out time is 38.808395 , Current time: 1367722747
The time out time is 25.654183 , Current time: 1367722747
The time out time is 13.001306 , Current time: 1367722747
The time out time is 30.917547 , Current time: 1367722747
The time out time is 21.375289 , Current time: 1367722747
The time out time is 33.893310 , Current time: 1367722747
The time out time is 31.792014 , Current time: 1367722747
The time out time is 5368752.081589 , Current time: 1367722748
The time out time is 4831872.662095 , Current time: 1367722748
The time out time is 2264956.214486 , Current time: 1367722748
The time out time is 698385.715992 , Current time: 1367722748
The time out time is 191141.855544 , Current time: 1367722748
The time out time is 49889.704704 , Current time: 1367722748
The time out time is 12771.425028 , Current time: 1367722748
The time out time is 3270.449864 , Current time: 1367722748
The time out time is 866.280417 , Current time: 1367722748
The time out time is 278.559848 , Current time: 1367722748
The time out time is 117.638680 , Current time: 1367722748
The time out time is 76.597010 , Current time: 1367722748
The time out time is 82.516420 , Current time: 1367722748
The time out time is 77.612501 , Current time: 1367722748
The time out time is 72.026050 , Current time: 1367722748
The time out time is 74.678128 , Current time: 1367722748
The time out time is 80.222234 , Current time: 1367722748
The time out time is 97.030896 , Current time: 1367722748
The time out time is 101.754641 , Current time: 1367722748
The time out time is 102.063275 , Current time: 1367722748
The time out time is 113.781396 , Current time: 1367722748
The time out time is 106.853546 , Current time: 1367722748
The time out time is 104.826911 , Current time: 1367722748
The time out time is 98.470918 , Current time: 1367722748
The time out time is 102.838253 , Current time: 1367722748
The time out time is 114.830879 , Current time: 1367722748
The time out time is 124.504134 , Current time: 1367722748
The time out time is 134.538085 , Current time: 1367722748
The time out time is 137.186028 , Current time: 1367722748
The time out time is 136.271695 , Current time: 1367722748
The time out time is 78.814822 , Current time: 1367722748
The time out time is 39.109568 , Current time: 1367722748
The time out time is 18.609375 , Current time: 1367722748
The time out time is 14.568842 , Current time: 1367722748
The time out time is 23.413023 , Current time: 1367722748
The time out time is 24.355857 , Current time: 1367722748
The time out time is 24.151789 , Current time: 1367722748
The time out time is 14.795801 , Current time: 1367722748
The time out time is 14.481182 , Current time: 1367722748
The time out time is 8.905574 , Current time: 1367722748
The time out time is 7.262053 , Current time: 1367722748
The time out time is 24.038721 , Current time: 1367722748
The time out time is 16.506331 , Current time: 1367722748
The time out time is 20.532414 , Current time: 1367722748
The time out time is 13.965082 , Current time: 1367722748
The time out time is 34.001518 , Current time: 1367722748
The time out time is 26.876660 , Current time: 1367722748
The time out time is 58.922450 , Current time: 1367722748
The time out time is 51.412273 , Current time: 1367722748
The time out time is 46.969526 , Current time: 1367722748
The time out time is 41.819439 , Current time: 1367722748
The time out time is 87.245742 , Current time: 1367722748
The time out time is 76.285296 , Current time: 1367722748
The time out time is 57.786806 , Current time: 1367722748
The time out time is 42.942387 , Current time: 1367722748
The time out time is 35.891307 , Current time: 1367722748
The time out time is 24.961041 , Current time: 1367722748
The time out time is 14.488787 , Current time: 1367722748
The time out time is 25.153263 , Current time: 1367722748
The time out time is 33.698449 , Current time: 1367722748
The time out time is 73.569629 , Current time: 1367722748
The time out time is 55.816784 , Current time: 1367722748
The time out time is 48.007243 , Current time: 1367722748
The time out time is 39.820942 , Current time: 1367722748
The time out time is 43.026377 , Current time: 1367722748
The time out time is 41.359237 , Current time: 1367722748
The time out time is 33.071390 , Current time: 1367722748
The time out time is 21.015545 , Current time: 1367722748
The time out time is 73.316098 , Current time: 1367722748
The time out time is 62.805551 , Current time: 1367722748
The time out time is 59.104704 , Current time: 1367722748
The time out time is 54.264090 , Current time: 1367722748
The time out time is 38.064512 , Current time: 1367722748
The time out time is 36.609689 , Current time: 1367722748
The time out time is 33.757867 , Current time: 1367722748
The time out time is 47.546398 , Current time: 1367722748
The time out time is 36.837466 , Current time: 1367722748
The time out time is 44.328225 , Current time: 1367722748
The time out time is 40.253163 , Current time: 1367722748
The time out time is 35.303429 , Current time: 1367722748
The time out time is 44.574625 , Current time: 1367722748
The time out time is 30.924752 , Current time: 1367722748
The time out time is 5368747.985075 , Current time: 1367722749
The time out time is 4831876.996755 , Current time: 1367722749
The time out time is 2264944.280499 , Current time: 1367722749
The time out time is 698363.074039 , Current time: 1367722749
The time out time is 191121.956499 , Current time: 1367722749
The time out time is 49866.012623 , Current time: 1367722749
The time out time is 12745.849843 , Current time: 1367722749
The time out time is 3241.505797 , Current time: 1367722749
The time out time is 834.100616 , Current time: 1367722749
The time out time is 230.209425 , Current time: 1367722749
The time out time is 79.294140 , Current time: 1367722749
The time out time is 55.947508 , Current time: 1367722749
The time out time is 86.564874 , Current time: 1367722749
The time out time is 73.182218 , Current time: 1367722749
The time out time is 65.644429 , Current time: 1367722749
The time out time is 61.704717 , Current time: 1367722749
The time out time is 54.494130 , Current time: 1367722749
The time out time is 57.944526 , Current time: 1367722749
The time out time is 110.713756 , Current time: 1367722749
The time out time is 80.238142 , Current time: 1367722749
The time out time is 62.754498 , Current time: 1367722749
The time out time is 39.087995 , Current time: 1367722749
The time out time is 23.509420 , Current time: 1367722749
The time out time is 22.688283 , Current time: 1367722749
The time out time is 34.835937 , Current time: 1367722749
The time out time is 36.260717 , Current time: 1367722749
The time out time is 60.509146 , Current time: 1367722749
The time out time is 54.714032 , Current time: 1367722749
The time out time is 84.283101 , Current time: 1367722749
The time out time is 167.333849 , Current time: 1367722749
The time out time is 150.585097 , Current time: 1367722749
The time out time is 138.740228 , Current time: 1367722749
The time out time is 228.321801 , Current time: 1367722749
The time out time is 204.347543 , Current time: 1367722749
The time out time is 197.901522 , Current time: 1367722749
The time out time is 188.452210 , Current time: 1367722749
The time out time is 120.985156 , Current time: 1367722749
The time out time is 60.449052 , Current time: 1367722749
The time out time is 233.262608 , Current time: 1367722749
The time out time is 166.365695 , Current time: 1367722749
The time out time is 124.160179 , Current time: 1367722749
The time out time is 87.142389 , Current time: 1367722749
The time out time is 67.704640 , Current time: 1367722749
The time out time is 59.259790 , Current time: 1367722749
The time out time is 101.887901 , Current time: 1367722749
The time out time is 94.793595 , Current time: 1367722749
The time out time is 105.363601 , Current time: 1367722749
The time out time is 95.392801 , Current time: 1367722749
The time out time is 125.542188 , Current time: 1367722749
The time out time is 123.691045 , Current time: 1367722749
The time out time is 144.273449 , Current time: 1367722749
The time out time is 150.487198 , Current time: 1367722749
The time out time is 5368938.892904 , Current time: 1367722750
The time out time is 4832063.132114 , Current time: 1367722750
The time out time is 4462926.584140 , Current time: 1367722750
The time out time is 4341295.621174 , Current time: 1367722750
The time out time is 4307220.339686 , Current time: 1367722750
The time out time is 4298255.232970 , Current time: 1367722750
The time out time is 4295946.795499 , Current time: 1367722750
The time out time is 4295386.916032 , Current time: 1367722750
The time out time is 4295249.662403 , Current time: 1367722750
The time out time is 4295210.219775 , Current time: 1367722750
The time out time is 4295323.811716 , Current time: 1367722750
The time out time is 4295310.891275 , Current time: 1367722750
The time out time is 4295313.840112 , Current time: 1367722750
The time out time is 4295331.255940 , Current time: 1367722750
The time out time is 4295327.600974 , Current time: 1367722750
The time out time is 2147835.811117 , Current time: 1367722750
The time out time is 671460.285388 , Current time: 1367722750
The time out time is 184937.175423 , Current time: 1367722750
The time out time is 48653.244365 , Current time: 1367722750
The time out time is 12756.023655 , Current time: 1367722750
The time out time is 3591.376234 , Current time: 1367722750
The time out time is 1308.296599 , Current time: 1367722750
The time out time is 473.161967 , Current time: 1367722750
The time out time is 161.551469 , Current time: 1367722750
The time out time is 54.607989 , Current time: 1367722750
The time out time is 112.742013 , Current time: 1367722750
The time out time is 70.696755 , Current time: 1367722750
The time out time is 43.769345 , Current time: 1367722750
The time out time is 21.047981 , Current time: 1367722750
The time out time is 35.181451 , Current time: 1367722750
The time out time is 22.941545 , Current time: 1367722750
The time out time is 35.878659 , Current time: 1367722750
The time out time is 28.550074 , Current time: 1367722750
The time out time is 28.178820 , Current time: 1367722750
The time out time is 31.549868 , Current time: 1367722750
The time out time is 45.450612 , Current time: 1367722750
The time out time is 75.433046 , Current time: 1367722750
The time out time is 91.023311 , Current time: 1367722750
The time out time is 5368811.182709 , Current time: 1367722751
The time out time is 4831934.536537 , Current time: 1367722751
The time out time is 4462821.507992 , Current time: 1367722751
The time out time is 4341201.017480 , Current time: 1367722751
The time out time is 4307144.115680 , Current time: 1367722751
The time out time is 4298147.824084 , Current time: 1367722751
The time out time is 4295888.336666 , Current time: 1367722751
The time out time is 4295328.350497 , Current time: 1367722751
The time out time is 4295175.402166 , Current time: 1367722751
The time out time is 4295141.264859 , Current time: 1367722751
The time out time is 4295132.149254 , Current time: 1367722751
The time out time is 4295135.922694 , Current time: 1367722751
The time out time is 4295136.966346 , Current time: 1367722751
The time out time is 4295173.146046 , Current time: 1367722751
The time out time is 2147680.524569 , Current time: 1367722751
The time out time is 671285.098399 , Current time: 1367722751
The time out time is 184749.114257 , Current time: 1367722751
The time out time is 48441.321021 , Current time: 1367722751
The time out time is 12543.148062 , Current time: 1367722751
The time out time is 3351.889242 , Current time: 1367722751
The time out time is 1031.453839 , Current time: 1367722751
The time out time is 464.642401 , Current time: 1367722751
The time out time is 409.695468 , Current time: 1367722751
The time out time is 352.084475 , Current time: 1367722751
The time out time is 343.009945 , Current time: 1367722751
The time out time is 435.344839 , Current time: 1367722751
The time out time is 427.566504 , Current time: 1367722751
The time out time is 453.951663 , Current time: 1367722751
The time out time is 279.682920 , Current time: 1367722751
The time out time is 150.820106 , Current time: 1367722751
The time out time is 75.442448 , Current time: 1367722751
The time out time is 28.484040 , Current time: 1367722751
The time out time is 14.636438 , Current time: 1367722751
The time out time is 12.911038 , Current time: 1367722751
The time out time is 9.634251 , Current time: 1367722751
The time out time is 29.990624 , Current time: 1367722751
The time out time is 60.757914 , Current time: 1367722751
The time out time is 31.409511 , Current time: 1367722751
The time out time is 35.004882 , Current time: 1367722751
The time out time is 31.457783 , Current time: 1367722751
The time out time is 56.515266 , Current time: 1367722751
The time out time is 50.741419 , Current time: 1367722751
The time out time is 52.918180 , Current time: 1367722751
The time out time is 34.914898 , Current time: 1367722751
The time out time is 120.876894 , Current time: 1367722751
The time out time is 114.518995 , Current time: 1367722751
The time out time is 5368932.729720 , Current time: 1367722752
The time out time is 4832037.038676 , Current time: 1367722752
The time out time is 4462951.397950 , Current time: 1367722752
The time out time is 4341280.210523 , Current time: 1367722752
The time out time is 4307183.379010 , Current time: 1367722752
The time out time is 4298322.198050 , Current time: 1367722752
The time out time is 4296162.718675 , Current time: 1367722752
The time out time is 4295559.388314 , Current time: 1367722752
The time out time is 4295439.529409 , Current time: 1367722752
The time out time is 4295424.780144 , Current time: 1367722752
The time out time is 2147924.526010 , Current time: 1367722752
The time out time is 671524.860374 , Current time: 1367722752
The time out time is 184985.993703 , Current time: 1367722752
The time out time is 48700.939502 , Current time: 1367722752
The time out time is 12802.071260 , Current time: 1367722752
The time out time is 3591.591113 , Current time: 1367722752
The time out time is 1263.438191 , Current time: 1367722752
The time out time is 684.708349 , Current time: 1367722752
The time out time is 562.126937 , Current time: 1367722752
The time out time is 545.087966 , Current time: 1367722752
The time out time is 626.966520 , Current time: 1367722752
